"final_price"
"6.99"
"15.00"
"9.99"
"5.99"
"30.00"
"20.00"
"20.00"
"6.99"
"21.00"
"7.99"
"38.40"
"22.90"
"15.20"
"28.00"
"20.00"
"51.00"
"27.00"
"8.75"
"50.00"
"119.00"
"15.00"
"15.00"
"16.20"
"15.00"
"26.00"
"25.00"
"36.00"
"16.00"
"12.00"
"3.99"
"12.00"
"20.00"
"22.60"
"18.60"
"27.00"
"220.00"
"2.99"
"40.00"
"8.99"
"80.00"
"12.60"
"8.58"
"12.90"
"5.78"
"9.99"
"19.90"
"9.99"
"14.00"
"23.00"
"8.99"
"13.00"
"8.85"
"13.00"
"13.00"
"20.00"
"22.00"
"5.99"
"605.00"
"27.00"
"7.99"
"40.00"
"30.00"
"31.00"
"30.00"
"16.50"
"20.00"
"9.99"
"34.00"
"13.00"
"18.00"
"6.29"
"23.00"
"37.20"
"14.00"
"20.00"
"25.00"
"31.00"
"5.49"
"25.00"
"60.00"
"5.49"
"9.99"
"203.00"
"30.00"
"5.90"
"25.00"
"5.99"
"19.80"
"37.00"
"36.00"
"88.60"
"8.99"
"12.00"
"25.00"
"114.00"
"9.97"
"40.00"
"349.00"
"22.30"
"90.00"
"5.99"
"65.00"
"8.99"
"8.45"
"79.90"
"6.99"
"13.00"
"35.30"
"12.00"
"7.04"
"9.99"
"29.70"
"50.00"
"119.00"
"9.98"
"9.99"
"20.00"
"9.99"
"21.00"
"70.00"
"9.99"
"20.00"
"7.64"
"5.99"
"7.95"
"75.10"
"5.99"
"60.00"
"25.00"
"9.99"
"17.00"
"30.00"
"20.00"
"9.99"
"65.00"
"6.99"
"7.99"
"5.94"
"30.00"
"127.00"
"140.00"
"9.99"
"23.00"
"13.00"
"20.00"
"36.00"
"9.48"
"180.00"
"5.89"
"149.00"
"17.00"
"169.00"
"25.00"
"15.00"
"17.00"
"199.00"
"8.99"
"14.00"
"13.00"
"130.00"
"16.00"
"14.00"
"37.50"
"40.00"
"6.99"
"29.10"
"8.99"
"8.99"
"130.00"
"20.00"
"32.00"
"21.00"
"9.99"
"23.00"
"7.99"
"12.00"
"26.00"
"40.00"
"22.00"
"30.00"
"260.00"
"5.99"
"27.00"
"13.00"
"5.99"
"7.89"
"21.00"
"40.00"
"19.50"
"29.00"
"40.00"
"13.80"
"14.00"
"24.00"
"1.76"
"20.00"
"131.00"
"19.00"
"7.99"
"313.00"
"15.00"
"189.00"
"14.00"
"9.99"
"25.00"
"12.00"
"60.00"
"30.00"
"6.49"
"4.99"
"40.00"
"9.99"
"15.00"
"39.00"
"119.00"
"38.00"
"84.00"
"80.00"
"14.00"
"7.99"
"30.00"
"28.00"
"37.00"
"27.00"
"3.99"
"27.00"
"12.00"
"39.90"
"21.20"
"36.00"
"6.99"
"16.00"
"9.99"
"5.99"
"5.99"
"6.68"
"16.00"
"16.00"
"23.00"
"4.99"
"20.90"
"50.00"
"14.00"
"80.00"
"26.60"
"60.00"
"7.99"
"4.99"
"9.99"
"40.00"
"25.00"
"5.99"
"25.00"
"199.00"
"181.00"
"9.99"
"30.00"
"24.00"
"50.00"
"14.00"
"14.00"
"8.99"
"22.00"
"20.00"
"21.80"
"16.00"
"6.49"
"18.00"
"26.00"
"15.00"
"32.00"
"7.99"
"82.50"
"110.00"
"30.90"
"43.00"
"9.99"
"9.99"
"28.00"
"5.99"
"200.00"
"13.10"
"4.62"
"4.99"
"5.19"
"25.00"
"27.00"
"7.99"
"14.50"
"13.60"
"9.85"
"7.99"
"5.95"
"23.00"
"5.99"
"30.00"
"6.79"
"9.99"
"16.00"
"13.20"
"500.00"
"55.00"
"8.99"
"28.80"
"40.00"
"13.00"
"70.00"
"166.00"
"34.00"
"11.20"
"7.98"
"12.00"
"290.00"
"9.99"
"40.00"
"19.00"
"130.00"
"12.00"
"24.00"
"23.00"
"14.00"
"40.00"
"7.19"
"34.90"
"8.90"
"36.00"
"8.99"
"14.00"
"10.40"
"29.00"
"19.00"
"33.00"
"80.00"
"12.00"
"22.00"
"51.00"
"18.00"
"45.00"
"7.99"
"12.00"
"20.00"
"26.00"
"20.00"
"9.99"
"15.00"
"50.00"
"150.00"
"18.00"
"8.99"
"21.00"
"3.58"
"16.00"
"6.39"
"45.00"
"12.50"
"5.99"
"15.00"
"5.98"
"5.92"
"13.50"
"55.90"
"8.99"
"4.44"
"7.99"
"5.09"
"30.00"
"5.99"
"25.00"
"24.60"
"17.40"
"7.97"
"250.00"
"14.00"
"40.00"
