"final_price"
"100.00"
"8.99"
"19.00"
"9.99"
"9.99"
"50.00"
"13.40"
"150.00"
"8.70"
"28.00"
"16.00"
"29.00"
"20.00"
"75.00"
"65.00"
"16.60"
"14.30"
"40.00"
"9.99"
"25.00"
"14.00"
"7.99"
"15.00"
"8.99"
"40.00"
"46.00"
"400.00"
"6.99"
"14.00"
"13.00"
"6.99"
"9.99"
"9.95"
"12.00"
"14.00"
"28.00"
"8.99"
"30.00"
"16.00"
"65.30"
"60.00"
"5.99"
"45.00"
"195.00"
"7.99"
"36.00"
"126.00"
"4.99"
"27.90"
"9.99"
"40.00"
"130.00"
"21.00"
"8.99"
"27.00"
"15.50"
"40.00"
"50.00"
"9.99"
"115.00"
"6.27"
"13.00"
"15.00"
"25.00"
"100.00"
"9.99"
"5.25"
"17.00"
"20.00"
"269.00"
"30.00"
"7.95"
"31.00"
"340.00"
"9.89"
"5.99"
"47.10"
"23.00"
"17.60"
"26.00"
"15.00"
"13.00"
"9.98"
"27.00"
"19.00"
"65.00"
"35.00"
"22.60"
"165.00"
"400.00"
"15.00"
"7.30"
"28.50"
"125.00"
"9.69"
"50.00"
"40.00"
"14.70"
"9.99"
"279.00"
"6.69"
"9.99"
"50.00"
"15.00"
"34.60"
"30.00"
"5.99"
"30.00"
"12.00"
"66.00"
"13.70"
"19.00"
"40.00"
"20.00"
"36.10"
"7.90"
"13.00"
"90.00"
"550.00"
"10.50"
"26.00"
"219.00"
"7.99"
"15.00"
"23.00"
"245.00"
"9.99"
"69.00"
"6.78"
"17.00"
"13.00"
"9.99"
"13.00"
"73.00"
"20.00"
"8.99"
"261.00"
"13.00"
"11.30"
"9.99"
"6.99"
"22.00"
"59.60"
"191.00"
"6.89"
"9.99"
"7.97"
"41.00"
"9.85"
"14.00"
"6.99"
"20.00"
"12.00"
"45.00"
"23.00"
"16.80"
"2.99"
"30.00"
"16.00"
"17.00"
"20.00"
"24.00"
"35.50"
"80.00"
"17.00"
"7.18"
"11.20"
"16.00"
"9.99"
"14.00"
"110.00"
"4.99"
"7.99"
"20.00"
"32.00"
"90.00"
"25.00"
"13.00"
"100.00"
"16.90"
"15.00"
"37.00"
"8.99"
"9.99"
"60.00"
"9.99"
"20.00"
"10.10"
"117.00"
"43.00"
"55.00"
"3.99"
"9.99"
"3.29"
"299.00"
"48.00"
"70.00"
"30.00"
"30.00"
"50.00"
"40.00"
"5.89"
"8.85"
"14.00"
"30.00"
"29.00"
"14.00"
"47.00"
"40.00"
"14.90"
"180.00"
"30.00"
"23.00"
"20.00"
"9.99"
"207.00"
"5.90"
"8.99"
"16.20"
"70.00"
"26.00"
"7.99"
"45.00"
"8.79"
"14.50"
"5.89"
"50.00"
"1.80"
"40.00"
"13.60"
"17.00"
"119.00"
"1.59"
"40.00"
"14.90"
"7.85"
"156.00"
"5.99"
"12.80"
"10.40"
"8.99"
"9.01"
"9.99"
"5.99"
"23.00"
"8.99"
"29.90"
"7.99"
"8.88"
"20.00"
"16.00"
"9.99"
"22.00"
"9.29"
"14.00"
"7.99"
"26.50"
"9.99"
"149.00"
"5.99"
"16.00"
"28.00"
"15.00"
"8.99"
"20.00"
"60.00"
"389.00"
"50.00"
"9.99"
"90.00"
"130.00"
"80.00"
"14.00"
"40.00"
"9.99"
"35.00"
"37.00"
"110.00"
"8.99"
"3.87"
"7.63"
"25.00"
"14.90"
"17.00"
"33.00"
"8.99"
"7.99"
"9.99"
"90.00"
"25.00"
"20.00"
"77.00"
"63.00"
"60.00"
"65.00"
"20.00"
"9.99"
"256.00"
"20.00"
"13.00"
"24.00"
"19.00"
"8.99"
"12.50"
"26.00"
"24.00"
"90.00"
"13.00"
"59.00"
"33.00"
"70.00"
"28.00"
"110.00"
"25.00"
"18.00"
"14.40"
"14.00"
"27.00"
"14.40"
"4.39"
"76.00"
"18.00"
"160.00"
"9.98"
"33.00"
"80.00"
"5.99"
"12.00"
"5.99"
"6.99"
"44.00"
"9.99"
"6.99"
"36.00"
"9.99"
"38.00"
"4.90"
"13.00"
"3.99"
"43.00"
"19.00"
"19.00"
"9.99"
"21.00"
"83.60"
"26.00"
"240.00"
"16.00"
"530.00"
"20.00"
"50.00"
"40.00"
"5.99"
"28.00"
"9.99"
"5.99"
"7.97"
"16.00"
"6.99"
"3.20"
"9.99"
"4.85"
"33.50"
"50.00"
"8.99"
"25.70"
"15.30"
"28.00"
"24.00"
"7.98"
"26.90"
"8.99"
"13.90"
"12.20"
"28.00"
"6.99"
"36.00"
"89.70"
"9.99"
"21.30"
"25.00"
"20.00"
"8.97"
"20.00"
"27.00"
"14.00"
"8.99"
"7.99"
"23.00"
"7.09"
"49.00"
"17.00"
"13.00"
"13.00"
"13.00"
"19.00"
"8.99"
"13.80"
"20.00"
"5.99"
"20.00"
"169.00"
"13.00"
"21.00"
"22.00"
"15.00"
"36.00"
"100.00"
"15.00"
"74.90"
"7.85"
"40.00"
"16.00"
"50.00"
"104.00"
"8.99"
"400.00"
"110.00"
"34.00"
"150.00"
"30.00"
"23.00"
"9.99"
"25.00"
"5.99"
"1.79"
"28.00"
"36.00"
"9.99"
"16.00"
"11.40"
"7.99"
"17.00"
"12.90"
"9.99"
"99.00"
"79.00"
"50.00"
"37.00"
"16.00"
"50.00"
"188.00"
"23.00"
"89.00"
"20.00"
"100.00"
"11.60"
"15.00"
"29.00"
"6.99"
"17.00"
"6.99"
"14.00"
"29.00"
"170.00"
"9.99"
"30.00"
"27.00"
"9.95"
"9.99"
"65.00"
"19.90"
"28.00"
"20.00"
"30.00"
"6.99"
"28.00"
"9.98"
"25.00"
"3.99"
"10.70"
"25.00"
"187.00"
"22.00"
"110.00"
"30.00"
"22.00"
"20.00"
"15.00"
"11.00"
"57.90"
"17.00"
"35.00"
"12.00"
"9.99"
"60.00"
"45.00"
"13.90"
"24.00"
"29.00"
"7.96"
"13.00"
"22.00"
"78.90"
"13.00"
"7.99"
"7.99"
"98.00"
"97.30"
"6.79"
"70.80"
"13.10"
"33.00"
"20.00"
"22.00"
"35.00"
"9.99"
"9.99"
"12.00"
"9.99"
"18.00"
"16.00"
"20.00"
"6.99"
"9.99"
"9.99"
"40.00"
"20.00"
"296.00"
"33.00"
"200.00"
"6.95"
"30.00"
"5.49"
"4.98"
"27.00"
"25.00"
"14.00"
"19.00"
"33.00"
"6.99"
"24.80"
"38.00"
"9.40"
"3.99"
"31.50"
"24.00"
"7.85"
"90.00"
"20.00"
"7.99"
"4.99"
"7.99"
"6.99"
"6.99"
"8.99"
"17.00"
"23.00"
"40.00"
"14.00"
"5.99"
"23.00"
"18.00"
"21.00"
"3.93"
"150.00"
"9.99"
"160.00"
"12.50"
"15.00"
"7.99"
"399.00"
"9.99"
"8.37"
"75.00"
"16.00"
"9.99"
"25.00"
"30.00"
"5.99"
"90.00"
"15.00"
"5.99"
"120.00"
"40.00"
"35.00"
"12.00"
"9.99"
"30.00"
"7.99"
"16.00"
"12.00"
"8.99"
"9.99"
"185.00"
"61.20"
"5.64"
"6.99"
"5.99"
"160.00"
"199.00"
"4.99"
"29.00"
"12.00"
"28.20"
"18.90"
"16.00"
"38.00"
"16.00"
"12.00"
"144.00"
"19.00"
"23.00"
"125.00"
"84.80"
"19.80"
"20.00"
"100.00"
"400.00"
"6.99"
"5.99"
"30.00"
"13.00"
"38.00"
"36.00"
"17.00"
"29.40"
"19.80"
