,title,seller_name,description,initial_price,final_price,reviews_count,root_bs_rank,rating,bought_past_month,root_bs_category,bs_rank,country_of_origin
85,"Brightech Leaf Pharmacy LED Reading Lamp, Dimmable Floor Lamp with Easy Rotation over Chair or Desk for Living Rooms & Offices, Adjustable Standing Tall Lamp, For Sewing & Crafts, Antique Brass (Gold)",Bri¦¦¦ech¦¦¦A,"Brightech Leaf Floor Lamp ""Designer Lighting Without the Designer Prices""   Don't miss out on the elegance! Brightech Leaf LED Floor Lamp is designed with an elegant brass pole and sleek lines. It's the must-have minimalist reading lamp to elevate your home décor in art deco & mid-century modern spaces. Illuminate your space in style with this vintage floor lamp!   ­ Previous page Next page 1 Living Room 2 Bedroom 3 Playroom 4 Family Room 5 Office   Clean Lined Elegance A stunning piece of art with an elegant look with a dose of modern style to bring your room or other space together.   Stable and Safe A weighted base helps prevent tipping, so kids and pets won’t easily knock the LED floor lamp over.   Adjustable Arm & Head The adjustable arm and head on the floor lamp let you point it wherever you want to amplify the light where you need it.   Long Lasting Built-in LEDs 20-Year Life & Energy-Saving LED Bulb offers sustainability and energy efficiency. It reduces your carbon footprint and saves you money on bills. Sophisticated Serenity, Adjust the Brightness to Your Mood   The Leaf LED Pharmacy Lamp: this bright floor lamp is perfect for any mood or task. Bounce light off the wall for ambient lighting or focus over your shoulder while you write your autobiography because you’ll be famous one day. Place this bright gold floor lamp in any room. It will be life-changing. Best Sellers, Modern Floor Lamps   The Regent, Brass   The Swoop, Black & Brass   The Halo Split, Silver Stylish Elegance Illuminated For a warm and inviting feel Modern Chic Radiates A sleek silhouette and captivating presence Timeless Beauty For ultimate elegant vibes Minimalist Design Floor Lamp Elevate your space with the stunning blend of modern design and functionality. Contemporary Style Floor Lamp An embodiment of timeless charm creates a warm and inviting ambiance. Modern Style Floor Lamp Discover the epitome of contemporary elegance, clean lines, and refined finish. Height 4.3' Height 5' Height 6' The Perfect Reading Lamp The Leaf LED Pharmacy Floor Lamp - a great gift for students, mothers, fathers, partners, spouses, children, kids, or parents for Back to School, Off to College, Graduation, Christmas, Birthday, Winter Holiday, Mother's Day, Father's Day, Wedding, Anniversary and Business Achievement.   1 2 3",65.0,65.0,4405,9680,4.6,300.0,Tools & Home Improvement,94,
95,"Arc Floor Lamps for Living Room, Modern Standing Lamp with Adjustable Hanging Drum Shade, Tall Pole Lamp with Foot Switch, Over Couch Arched Reading Light for Bedroom, Office (Black)",Sea¦¦¦e V¦¦¦age¦¦¦,"Specification Lamp Holder: E26(Bulbs not included) Wattage:100W Max for incandescent bulbs, 20W Max for LED bulbs Switch Type: Foot pedal switch Voltage: 110V-130V Material: Metal, linen fabric Lampshade Adjustable Angle: 350° Elegant Arc Design The floor lamps over couch for living room bring a simple, unique, and mid century illuminating statement, featuring an adjustable lampshade, stable base and easy reach foot switch, fits any space perfectly. USAGE NOTES: 1. Bulb is not included. Led bulb less than 20W, incandescent light bulb less than 100W is highly recommended. 2. Owing to thickened poles and weighted base, to prevent thread misalignment, please start from the bottom pole and base when installing. 3. The power cord extends from the pole, you could pull the wire to a suitable length during installation.         Eye-protecting Drum Lampshade Made with natural linen material and premium PVC, the lampshade of the curved floor lamp is designed to gives off soft glow by diffusing light, creating a joyful atmosphere when staying with families or friends. Keep Safe for Your Family The heavy metal base ensures the durability and stability of the overarching floor lamp, which can keep safe for your children and pets when they are around. Convenient Foot Switch The foot pedal switch provides a easy way to turn on or off the floor lamps for living room without having to bend down. No matter wherever the tall floor lamp is, the switch is within easy reach, and durable even after multiple steps.   Alexa and Smart Devices Compatible This lamp compatible with Alex, Google Home Assistant and Apple Homekit. Just Equipped a smart plug to feel how technology has changed your life (smart plug not included).   Please follow the installation video on the listing to assemble the lamp.",54.0,50.0,1240,3195,4.6,1000.0,Tools & Home Improvement,34,China
107,"Floor Lamp for Living Room, 3 Color Temperature Modern Standing Lamps, Minimalist Pole Lamp Tall Lamps for Bedroom Living Room Office,Black",Bes¦¦¦ome¦¦¦,"Why Do We Choose Coucrek 3CCT Modern Floor lamp? We are a shop specializing in selling lightings, and we mainly focus on the floor lamp category. We are committed to creating a professional floor lamp brand, seeking breakthroughs in quality and innovation, and dreaming become a new leader in the floor lamp industry! Coucerk modern living room floor lamp: ?3 color temperature adjust If you want to make your bedroom or living room have a different lighting in your various needs, Coucrek floor lamp can aboustly satisfy you. Because this tall floor lamp provide a 3CCT LED bulb(2700K/4000K/5000K). Enjoy a cozy night with families in 2700K light, choose 4000K for a daily life, while 5000K is perfect for reading or working. ?Minimalist & simple desgin & Saving Space The standing lamp has a simple design and takes up the least space to fit in any places and occasions, great for bedside / couch reading, patio party lighting, porch, living room / bedrooms, dorm and offices. Modern minimalist style, suitable for homes decorated in various styles! ?Hight quality linen lampshade & 800lumen high brightness led bulb Pole lamp’s linen lampshade can release soft light, so as to protect family members and children from the irritation of strong light to the eyes. 800lumen brightness can easily brighten up your room.         Premium Linen Shade This modern floor lamp is made of natural linen material and premium PVC, the lampshade is water-proof, oil-proof, easy to clean, durable and non-deformation Sturdy Metal Base Our floor lamp bases are made of high quality metal. Its sturdy base does not easily tilt, saving space and safety. Pull Chain Design Pulling chain on/off easily to control the light on and off, or switch the color temperature. Simple in shape, prominent in function, easy to operate.       Living room lamp Office floor lamp Kids room lamp Bedroom floor lamp   Black shelf lamp Brown shelf lamp Black industrial floor lamp Gold industrial floor lamp Wood shelf lamp White shelf lamp Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 7,105 4.5 out of 5 stars 7,105 4.4 out of 5 stars 732 4.4 out of 5 stars 732 4.5 out of 5 stars 7,105 4.5 out of 5 stars 7,105 Price $49.99$49.99 $59.99$59.99 $59.99$59.99 $69.99$69.99 $59.99$59.99 $59.99$59.99 Feature USB charging function USB charging function 3 color temperature 3 color temperature USB charging function USB charging function",33.0,30.0,2113,6846,4.5,1000.0,Tools & Home Improvement,72,
154,"LEPOWER Metal Desk Lamp, Eye-Caring Table Lamp, Study Lamps with Flexible Goose Neck for Bedroom, Home Office (Matte Black)",LeP¦¦¦r,"A nice, enduring and functional metal desk lamp to meet your basic lighting needs, which is ideal for reading. With well-made metal material, enduring and aesthetic, brightens your living room, bedroom, study room, office, kids room, or college dorm! Bulb Requirements Bulb is not included in the package. With an E26 size screw base, the bulb can be installed as desired. To avoid overheating, we suggest you using LED bulb 4W-6W, energy saving bulb 8W-16W, incandescent bulb 20W-40W (40W MAX). Stylish Design A nice, low-cost, and functional metal desk lamp to meet your basic lighting needs, perfect for reading, also an elegant decoration. Brighten Your Room With high-quality metal lampshade and base, enduring and aesthetic, brightens your living room, bedroom, study room, office, kids room, or college dorm.   Specification Item Dimensions 6.69 x 5.7 x 14.17 inch Material Metal Weight 1.56 lb Lamp Base E26 More Choices LEPOWER Metal Desk Lamp Add to Cart LEPOWER Study Desk Lamp Add to Cart LEPOWER Metal Desk Lamp Add to Cart LEPOWER 24W LED Desk Lamp Add to Cart Customer Reviews 4.6 out of 5 stars 12,200 4.6 out of 5 stars 12,200 4.5 out of 5 stars 4,068 4.7 out of 5 stars 337 Price $22.99$22.99 $24.99$24.99 $44.99$44.99 $39.99$39.99 Adjustable Design ? ? ? ? Bulb Base Standard E26 Size Screw Base Standard E26 Size Screw Base Standard E26 Size Screw Base LED Lamp Beads Dimmable & Touch Control ? ? ? ? USB Charging Port ? ? ? ? Material Metal Metal Metal Aluminum & ABS",33.0,23.0,12200,2362,4.6,500.0,Tools & Home Improvement,14,
163,"Dimmable Floor Lamp - 3 Lights Arc Floor Lamps for Living Room, 1000LM Modern Tall Standing Lamp with Beige Shades & Heavy Base, Mid Century Tree Floor Lamp for Bedroom Office, 3 LED Bulbs Included",Nin¦¦¦e-C¦¦¦,"NINTIUE 3 HEADS ARC FLOOR LAMP   Widely suitable for all occasions for your need. 15% Brightness - - Sleeping, meditation or tell a story. 50% Brightness - - Watching movie, playing electronics. 100% Brightness - - Studying, reading, working or family life.       Sturdy & Safety The 11-pound weighted base makes it an excellent support for arcing lamp poles. The sturdy base is so secure that neither children nor pets can easily knock it over. Eyes Caring Our floor light is equipped with warm light bulbs. The soft lighting will illuminate your living room or bedroom without causing direct glare, protecting your eyes. Not flicker. Modern Design Styles Whether your house is modern or mid-century in style, it looks beautiful with your furniture and is suitable for various settings such as the living room, bedroom, guest room, hotel, farmhouse, study, and more.           3 Lights Floor Lamp, Easy to Assemble Step 1-4: Insert all tubes and screw them securely. Insert the bottom tube into the base and screw with the included L- shaped hex wrench. Step 5-6: Insert each small arc arm from bottom to top, then use the included mini hex wrench to tighten the mini screws in each section of the arc arm. Step 7: Fit the upper and bottom metal rings into the clips on the upper and bottom parts of the lampshade. Step 8-10: Unscrew the fixing ring from the bulb holder and insert the lampshade. Screw the fixing ring back to fix the lampshade, then install the E26 base bulb. TIPS: Each section of the arc arm does not need to be fully tightened. Since the curved arms are rotatable. Accessories include extra replacement parts.   Details of the floor lamp Sturdy Metal and Marble Base - The base is made of metal and marble. The sturdy base weighs 11LB and provides the lamp with good support so that the lamp won't tip over and fall over.Premium Linen Shade - The lampshade is made of high quality materials and is very durable, while the lamp is very easy to assemble. Linen shade provides warm light to protect your eyes.3-Heads Rotatable Branches - The pole branches of the living room lamp can be rotated in any direction, and the three pole branches are all different sizes, perfectly decorating your living room or bedroom.   Upgraded Instruction Manual We have updated the instruction manual. The assembly steps are explained in detail, and a new assembly video has been added to the product detail page.         FAQ: Q1: What is the height of this floor lamp? A1: We have extend the height of the lamp to 80 inches, which will make you never mind too short to fit. Q2: Does it come with three bulbs? A2: Yes, the tall floor lamps come with three Energy-Saving LED Edison Bulb, 1000 lumens, equivalent to 60W incandescent bulb, cutting down your electricity bill by up to 90%. Q3: How can I do if the lamps stop working or have any problem? A3: If your lamp has any defect or stops working within 3 years, we help you troubleshoot or send a whole new product.",90.0,80.0,1315,3416,4.5,1000.0,Tools & Home Improvement,40,
168,"Vivifying Butchers Twine, 2pcs x 656 Feet Food Safe Cotton Bakers Twine String for Tying Meat, Making Sausage, Trussing Turkey, Roasting, Cooking and Packing(Beige)",Viv¦¦¦ing¦¦¦rec¦¦¦,"2pcs x 656 Feet Cotton String for Baking, Butchers, Tying Poultry Meat, DIY Crafts, etc.     Features of Bakers Twine String Color: ?BeigeWeight: 9.2oz / 260gLength:2 x 656 feet / 2 x 200mTwine Diameter: 1 mmPackage Contents: 2pcs x 656Feet Cotton Bakers Twine for Roasting   Handy to Use Cotton bakers twine string, strong and durable but not coarse.Packed on a coil and it is very convenient to use. Butcher twine string is a good helper in life.This baking string can be cut freely according to the length you want. This kitchen twine is great for cooking, baking, butchers, trussing a turkey, making sausage, tying poultry meat, DIY crafts, handicrafts, tying cake boxes and more             Butchers Twine Butchers Twine Butchers Twine Butchers Twine Red and White Twine Black and White Twine Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 1,074 4.7 out of 5 stars 1,324 4.7 out of 5 stars 1,074 4.7 out of 5 stars 1,324 4.9 out of 5 stars 864 4.9 out of 5 stars 864 Price $5.97$5.97 $6.99$6.99 $7.99$7.99 $9.99$9.99 $6.99$6.99 $7.99$7.99 Material Food Safe Cotton Food Safe Cotton Food Safe Cotton Food Safe Cotton Cotton Cotton Length 328 Feet 656 Feet 328 Feet 656 Feet 656 Feet 656 Feet Color Beige Beige Beige Beige Red and White Black and White Thickness 1mm 1mm 2mm 2mm 656 Feet 656 Feet",13.0,9.99,426,35526,4.6,300.0,Tools & Home Improvement,92,
190,"Brightech Sky LED Torchiere Super Bright Floor Lamp - Contemporary, High Lumen Light for Living Rooms & Offices - Dimmable, Indoor Pole Uplight for Bedroom Reading - Black",Bri¦¦¦ech¦¦¦A,"Easy. Efficient. Bright.   Brightech Sky LED Floor Lamp - Designed to have an elegant black pole paired with sleek lines; this minimalist LED floor lamp can offer a unique style to various home décor schemes. A contemporary upright design that fits into art deco and mid-century modern spaces, matching all your rooms.   ­ Zoom in with Us   Minimalist Sleek Design A stunning piece of art with an elegant look with a dose of modern style to bring your room or other space together.   Stable and Safe A weighted base helps prevent tipping, so kids and pets won’t easily knock the LED floor lamp over.   Adjustable Head The adjustable head on the table lamp lets you point it wherever you want to amplify the light where you need it.   Long Lasting Built-in LEDs 20-Year Life & Energy-Saving LED Bulb offers sustainability and energy efficiency. It reduces your carbon footprint and saves you money on bills. No Complicated Remotes or Gimmicky Settings   The Sky LED Torchiere is an excellent gift for students, mothers, fathers, partners, spouses, children, kids, or parents for Back to School, Off to College, Graduation, Christmas, Birthday, Winter Holiday, Mother's Day, Father's Day, Wedding, Anniversary and Business Achievement. Previous page Next page 1 Living Room 2 Bedroom 3 Office Space 4 Family Room 5 Reading Corner Best Sellers Torchiere Floor Lamps   The Sky, Black   The Eclipse, Brass   The Halo Split, Silver Stylish Elegance Illuminated For a warm and inviting feel Modern Chic Radiates A sleek silhouette and captivating presence Timeless Beauty For ultimate elegant vibes Minimalist Design Floor Lamp Elevate your space with Sky's stunning blend of modern design and functionality. Contemporary Style Floor Lamp An embodiment of timeless charm creates a warm and inviting ambiance. Modern Style Floor Lamp Discover the epitome of contemporary elegance, clean lines, and refined finish. Height ABCD Height ABCD Height ABCD Sophisticated Serenity   The Sky LED Torchiere - this bright floor lamp is perfect for any mood or task. Bounce light off the wall for ambient lighting or focus over your shoulder while you write your autobiography because you’ll be famous one day. Place this bright lamp in any room; it could be life-changing.",70.0,55.0,20021,2327,4.5,500.0,Tools & Home Improvement,23,
196,"Dimmable Industrial Floor Lamps for Living Room, Gold Tree Standing Tall Lamps with 3 Elegant Teardrop Cage Head & 800 Lumens LED Bulbs for Bedroom Office","Tor¦¦¦o, ¦¦¦","Why do you Choose our Gold Floor Lamp? 1?The Industrial Gold Floor Lamps is Fully Dimmable ( 0-100% ), which means you can rotate the switch to set any brightness as you like. 2?3 × 800 lumens LED Bulbs Included, 6W(60W equivalent), CRI 85+, 2700K (warm white), No flicker or buzzing. 3?70 inches height ensures your application appropriately, never mind too short to fit. 4?Sturdy Pole Heavy Base Stable & Firm. Strong holding pole, No Bending No Leaning.           Superior High-Quality Provides your Best Experience Soft Lighting Care for Your Eyes Easy to Install Save Your Time         FAQ: Q1: What is the height of this lamp? A1: This Floor lamps for living room high with 70 inches, the height can ensure that your application is appropriate. Q2: Does it come with three bulbs? A2: Yes, the tree lamps come with three Energy-Saving LED Edison Bulb, 800 lumens, equivalent to 60W incandescent bulb, cutting down your electricity bill by up to 90%. If any lights or bulbs are damaged or not working upon arrival, we will promptly send you a replacement. Q3: Is the base sturdy? Does it fall easily? I have young kids and pets. A3: Yes, it is pretty well balanced. The bottom is weighted down so it isn't be easily tipped. FAQ: Q1: What is the height of this lamp? A1: This Floor lamps for living room high with 70 inches, the height can ensure that your application is appropriate. Q2: Does it come with three bulbs? A2: Yes, the tree lamps come with three Energy-Saving LED Edison Bulb, 800 lumens, equivalent to 60W incandescent bulb, cutting down your electricity bill by up to 90%. If any lights or bulbs are damaged or not working upon arrival, we will promptly send you a replacement. Q3: Is the base sturdy? Does it fall easily? I have young kids and pets. A3: Yes, it is pretty well balanced. The bottom is weighted down so it isn't be easily tipped.",99.0,70.0,2515,3168,4.6,1000.0,Tools & Home Improvement,32,
198,"Tall Floor Lamp with Linen Shade - 3 Color Temperature, Black, LED Bulbs, Pull Chain Switch, Easy Assembly",Zii¦¦¦,"Previous page Next page Previous page Next page 1 Living Room Lamp 2 Bedroom Lamp 3 Corner Lamp 4 Kids' Room Lamp   Previous page Next page 1 Modern Design 2 Industrial Design 3 Minimalist Desgin Foor lamps with multiple colors of shades and poles to meet your various needs! Standing Lamp with Pull Chain Switch When you put this floor lamp behind your sofa, you can easily pull the chain to turn on the light. Tall lamp is brighter than normal lamps, providing a larger lighting area for your home. What's in the package? Floor Lamps for Living Room, Bedroom, Office The lampshade and 9W bulb are included, so you don't need to buy them separately. (If you want to replace the bulb, our lamp can be used for most types of E26 basic bulbs. Easy To Assemble",34.0,30.0,1096,5830,4.5,500.0,Tools & Home Improvement,60,
199,"SUNMORY Floor Lamps for Living Room, 32W/3000LM Super Bright LED Floor Lamp with Remote Control, 69"" Tall Standing Lamp with Stepless Dimmable, Modern Torchiere Corner Lamp for Bedroom, Office",TSI¦¦¦rec¦¦¦,"SUNMORY-Light the world, warm your heart     SUNMORY new torchiere floor lamp: let the light cover every corner.We are committed to making the design inclusive, simple and elegant, suitable for various living spaces and lighting up your life. SUNMORY is committed to providing high-quality lighting and furniture designed for comfortable living. Previous page Next page 1 For Your Living Room 2 For Your Bedroom 3 For Your Study Previous page Next page 1 Color Temperature Change 2 Dimming 5%-100% 3 1 Hour Timer 4 4 Different Modes 5 Remote Control   Adjustable Angle With a 90°/360° swivel head, you can easily rotate the corner light's head to the angle you want to illuminate any space.   Stable Base The weighted base greatly improves the stability of the floor lamp   SUNMORY's 32W/3000lm Skyward Floor Lamp – a towering masterpiece at 69 inches. Featuring ultra-bright LEDs, this living room light fixture offers adjustable brightness from 5% to 100% and adjustable color temperature, ensuring the perfect ambience. Crafted for both aesthetic allure and functionality, the lamp features a stable base and premium materials for enduring durability. The lamp head can be adjusted 350° horizontally and 90° vertically to illuminate every corner of the room. SUNMORY – a fusion of style and innovation, redefining your lighting experience.   SUNMORY Modern Floor Lamps for Living Room,Bedroom,Office,Study Room,Nursery Room The floor lamp has the dual identity of lighting and decoration. It is a master of creating atmosphere and a decoration expert of matching furniture.",50.0,50.0,431,2928,4.8,1000.0,Tools & Home Improvement,29,China
205,"ROLOWAY Hanger Diversion Safe, Fireproof Safe with Hidden Safe Pocket, Jewelry Safe for Money Hidden Storage, Secret Safe Under Clothes with Hidden Compartment to Hide Items for Home or Travel Safe",ROL¦¦¦Y,"Discover a smart hidden compartment with our DIVERSION HIDDEN SAFE, shielded by a coat, perfect for discreetly stashing in your closet. Our UPGRADED Fireproof Diversion Safe (4200 °F) is a great solution for securing CASH, CREDIT CARD, PASSPORT, or FILES, ensuring them safe and unseen. 4-LAYER STRUCTURE FOR 4200°F FIRE PROTECTION   Upgraded 4-Layer Fire Resistant Material 1) SILICONE COATING LAYER2) FIREPROOF FIBERGLASS LAYER3) THERMAL INSULATED LAYER4) PVC COATED FIBERGLASS   Fire Protection for Your Valuables Constructed with a 4-Layer Fireproof Structure, our fireproof hidden safe progressively diminishes and obstructs heat transfer. Capable of withstanding temperatures up to 4200°F for a specified period, it provides you with vital time to rescue your valuables from fire. FIRE & WATER PROTECTION   FIRE PROTECTION Designed to withstand temperatures up to 4200°F for a defined time, which brings a SAFER hiding place for valuables compared to other normal diversion safes and containers like book safe or disguised safes in the market.   WATER PROTECTION The silicone coating also gives good WATER-RESISTANT protection, making our hanger safe a reliable hidden storage solution in all weather conditions. Previous page ENLARGED OPENING TO FIT MORE CLOTHES HANGER HANGING STRAP FOR CONVENIENT USE DURABLE ZIPPER FOR MORE PROTECTION REINFORCED SEAMS FOR MORE SECURITY Next page 1 INNER POCKETS 2 ENLARGED OPENING 3 HANGING STRAP 4 DURABLE ZIPPER 5 REINFORCED SEAMS     Please note: Clothes Hanger is NOT INCLUDED. ROLOWAY Home Safety Series Fireproof Hidden Safe Add to Cart Fireproof Bag Black Add to Cart Fireproof Bag Black Add to Cart Fireproof File Bag Add to Cart Fireproof Safe Box Set Add to Cart Jumbo Fireproof Bag Set Add to Cart Customer Reviews 4.6 out of 5 stars 663 4.6 out of 5 stars 207 4.7 out of 5 stars 1,840 4.5 out of 5 stars 1,260 4.5 out of 5 stars 2,880 4.7 out of 5 stars 4,008 Price $28.98$28.98 $18.99$18.99 $15.75$15.75 $28.99$28.99 $34.99$34.99 $29.99$29.99 Size 18.5 x 17 inch 14 x 11 inch 15 x 11 inch 17 x 11.8 x 5 inch 9 x 6.6 x 6.5 inch (Exterior) 17 x 12 x 5.8 inches Construction 4-Layer Fire Structure 10-Layer Structure Fire & Water Resistant Layer Fire & Water Resistant Layer Reinforced Alloy Steel Fire & Water Resistant Layer Additional Protection Waterproof Zipper Aluminum Foil Layer 2 Pockets + Reflective Strip Combination Lock + Multi-layer Extra Fireproof Money Bag Extra Fireproof Money Bag Standard UL94 VTM-0 UL94 VTM-1 UL94 VTM-0 UL94 VTM-0 UL94 VTM-0 (Fireproof Bag) UL94 VTM-0 Usage Scenario Hide & Protect Valuables Protect Legal & A4 Size Files Protect Legal & A4 Size Files Protect & Classify Valuables Protect Small Valuables Protect Items, Fast Grab & Go",35.0,29.0,663,27945,4.6,200.0,Tools & Home Improvement,24,China
213,"white crown LED Desk Lamp Dimmable Table Lamp Reading Lamp with USB Charging Port, 5 Lighting Modes, Sensitive Control, 30/60 Minutes Timer, White",H_s¦¦¦202¦¦¦,"USB Charging Charging your mobile devices and keep themwithin reach A light for all occasions From work to study, from reading to rest, thisdesk lamp provides all the lighting you need Fully Adjustable Angle Cast light directly where needed       Easy touch control Touch Sensor Switch is applied to this tablelamp for you easy control Long Lifespan Adopting aluminum alloy heat sink, Up to50000hrs Lifespan, 40 times longer than atypical incandescent liqht Auto-Off Timer 30/60 minutes automatic shutdown function desiqned for reading before bedtime",28.0,20.0,12106,779,4.2,7000.0,Tools & Home Improvement,4,China
223,"Nite Ize Hideout Magnetic Key Box - Waterproof Key Hider - Magnetic Key Holder & Box - Waterproof Key Storage for Spare Keys - Black, Large",Pat¦¦¦n P¦¦¦uct¦¦¦,"About this item Magnetic Key Holder Box: This key hider is perfect for storing keys and any other items you want to stash out of sight and keep secure Waterproof Key Holder: This magnetic key box is waterproof (ipx7) and durable; this key holder design keeps your contents safe and dry Secure Magnetic Key Box: The powerful neodymium magnets on this magnetic storage box secure the Hideout to any metal surface in your car or house Versatile Key Storage Box: This key organizer case attaches to wood, plastic, and metal; includes 3M VHB adhesive-backed metal plate for attaching hideout to surfaces About Nite Ize: Our inventor-driven products organize your life, protect your gear, light your way, and creatively solve everyday problems › See more product details",9.99,8.79,1748,32800,4.6,300.0,Tools & Home Improvement,29,
226,"LED Desk Lamp with Clamp, Architect Desk Lamp with Dual Light and Adjustable Swing Arm, Clip-on Eye-Care 4 CCT Modes & 5 Brightness Levels Table Light Modern Desk Light for Home Office",Mic¦¦¦an-¦¦¦,"About Micomlan Micomlan is dedicated to developing, innovating, and focusing on light for home and office. keeping upgrading products and always bringing a better lighting experience to every customer. Our Dual light source desk lamp applied a unique dual Light Source design and long swing arm. scientific counterweight, beautiful and sensitive touch switch, super high color matching, making office life more enjoyable and healthy.   Compared with ordinary desk lamp, Micomlan desk lamp can protect your eyes better and saving space. 1.Dual light source desk lamp can illuminate the entire desk workbench evenly without dark areas or overlapping shadows.High quality LED offer a natural & soft light like the sunlight, flicker-free illumination makes your eyes without fatigued even staying in the light for a long time. 2.Extra-wide metal clamp save space, and keeping your desktop clean. Using high-quality aluminum, with superior heat dissipation, it nicely extends the service life of the clamp lamp.   Beautiful and sensitive touch switch can control the color modes and brightness per your needs, you can enjoy wonderful life!   Long Swing Arm & Flexible Angles the size is suitable for any deak or table for drawing, sewing, crafting, reading, study 360° rotating base180° rotating lamp270° adjustable metal arm       Strong aluminum clamp supports up to 2.5 inch wide tabletop Sensitive touch buttons easy to control Nylon shaft is easy to fix the position, Not easy to loosen or fall Ideal for reading, working, thinking, relaxing, drawing, knitting, sewing, hobby, handicrafts, etc         Studing Working Reading Gaming",60.0,50.0,1550,3501,4.6,1000.0,Tools & Home Improvement,18,China
247,"Tenn Well Bakers Twine, 656 Feet 2 Rolls Christmas Twine String Ribbon for Gift Wrapping, Pastry Boxes Tying, Festival Decorations, DIY Crafts (328Feet Each Roll)",T&H¦¦¦ll,"Tenn Well 656 Feet 2 Rolls Striped Bakers Twine, Christmas Twine for Gift Wrapping, Pastry Boxes Tying, Festival Decorations, DIY Crafts   Made of high quality cotton, the 2 Pack Bakers Twine is soft, easy to wrap, tie and bow. You can use it to add a a joyful holiday atmosphere to any project.With a thickness of 2mm, the striped twine has great strength and durability. It will hold you stuff in place without snapping. 656 feet long, it is enough to meet most of your needs. You can cut it where you desireOur Christmas twine set is perfect for tying baked goodies, sealing favor bags, wrapping Christmas gift boxes, making ornaments, decorating homemade jars and more Specification Material: CottonLength of Twine: 100M/328Feet for each (656ft total)Diameter of Twine: 2mm/0.08inchColor: Red and White, Green and WhitePackage List: 2 Rolls",12.0,7.99,480,13060,4.8,500.0,Tools & Home Improvement,46,
281,"BoostArea Floor Lamp, Industrial Floor Lamp, 63 Inch Standing Lamp, E26 Socket, On/Off Footswitch, Whole Metal, ETL Listed, Modern Floor Lamp for Bedroom, Living Room, Minimalist, Vintage, Mid Century",boo¦¦¦rea¦¦¦,"20W+5W LED Floor lamp 15W LED Floor Lamp Tree Floor Lamp 6W Floor lamp 20W Sky Floor Lamp Industrial Floor Lamp Add to Cart Add to Cart Add to Cart Add to Cart Buying Options Add to Cart Customer Reviews 4.2 out of 5 stars 2,415 4.3 out of 5 stars 1,574 4.6 out of 5 stars 2,873 4.6 out of 5 stars 2,873 4.3 out of 5 stars 2,909 4.6 out of 5 stars 660 Price $62.66$62.66 $26.99$26.99 $44.99$44.99 $36.99$36.99 — $49.99$49.99 Wattage 20W+5W 15W 3*6W 6W 20W 6W Switch Double Rotary Switches Pull Chain Switch Rotary Switch On/Off Footswitch Touch Control On/Off Footswitch Material Metal Metal+Linen Whole Metal Metal Metal+Acrylic Whole Metal Lumens 2500 1500 2400 800 2000 600   BoostArea Industrial Floor Lamp BoostArea focusing on the development of lighting products; We have been providing the world with innovative and affordable products; This Industrial Floor Lamp combines contemporary component and metal material, offer our customer premium floor lamp with a vintage and stylish design   Change the Bulb, Change the Style The vintage floor lamp is compatible with E26 Bulbs (Not included), you can choose an E26 Edison bulb or E26 LED bulb (Not included) as you like; BoostArea industrial floor lamp brings in some vintage charm and rustic appeal to your space   Creat Your Own Style Are you looking for a floor lamp with a unique design and also a 100% match with your home style; BoostArea industrial floor lamp is your ideal answer; BoostArea standing lamp gives you much more space to design according to your home style and your own taste   Whole Metal, Convenient Footswitch This standing lamp is made of metal from head to toe, comes with a stable base, matte black pole and a convenient footswitch; An innovative way of lighting up space, by means of a simple and long-lasting design; BoostArea floor lamp, designing a new, unique, visual ambient for your home",33.0,25.0,5417,4404,4.6,500.0,Tools & Home Improvement,51,
287,"Vivifying Jute Rope, 50 Feet 8mm Natural Heavy Duty Twine for Crafts, Cat Scratch Post, Bundling and Hanging",Viv¦¦¦ing¦¦¦rec¦¦¦,"Specifications: Color: BrownMaterial: JuteThickness: 8mm / 5/16 inchLength: 15m / 50 feet   Handy to Use Packed on a coil and it is very convenient to use. This heavy duty twine can be cut freely according to the length you want.Our 8mm jute is very strong, you do not worry about any damage of the items due to the bundling and hanging WIDELY USED - Our thick brown string is great for crafts, cat scratching post, gardening projects and so on       Click to View Click to View Click to View Click to View Click to View Click to View Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 5,021 4.5 out of 5 stars 970 4.5 out of 5 stars 970 4.6 out of 5 stars 373 4.7 out of 5 stars 230 4.7 out of 5 stars 761 Price $6.99$6.99 $6.99$6.99 $6.99$6.99 $8.99$8.99 $8.99$8.99 $13.99$13.99 5 Different Thickness 2mm 3mm 3mm 4mm 6mm 10mm",13.0,9.99,761,10536,4.7,500.0,Tools & Home Improvement,38,China
